game_date,home_team,away_team,book,p_home_win,home_ml,away_ml,has_edge,bet_side,bet_edge_pct,bet_odds,home_won,result_correct,pnl_per_unit
2025-05-22,ATL,IND,nordicbet,0.5315,145.0,-196.0,False,,,,0,,
2025-05-24,ATL,DAL,nordicbet,0.6969,-333.0,235.0,False,,,,1,,
2025-05-25,ATL,CON,nordicbet,0.4015,-345.0,245.0,True,CON,32.64,245.0,1,0.0,-1.0
2025-06-10,ATL,IND,nordicbet,0.4123,-238.0,175.0,True,IND,24.72,175.0,1,0.0,-1.0
2025-06-13,ATL,CHI,nordicbet,0.8059,-1000.0,545.0,False,,,,1,,
2025-06-20,ATL,WAS,nordicbet,0.677,-476.0,315.0,False,,,,1,,
2025-06-22,ATL,CHI,nordicbet,0.7801,-2000.0,790.0,False,,,,1,,
2025-06-27,ATL,MIN,nordicbet,0.3492,137.0,-179.0,False,,,,0,,
2025-06-29,ATL,NYL,nordicbet,0.3475,-125.0,-103.0,True,NYL,17.52,-103.0,1,0.0,-1.0
2025-07-03,ATL,SEA,nordicbet,0.415,-122.0,-106.0,False,,,,0,,
2025-07-07,ATL,GSV,nordicbet,0.4597,-333.0,235.0,True,GSV,26.07,235.0,1,0.0,-1.0
2025-07-29,ATL,GSV,nordicbet,0.6025,-455.0,320.0,True,GSV,17.25,320.0,0,1.0,3.2
2025-08-01,ATL,PHO,nordicbet,0.4618,140.0,-182.0,False,,,,1,,
2025-08-03,ATL,WAS,nordicbet,0.567,-250.0,190.0,False,,,,1,,
2025-08-15,ATL,SEA,nordicbet,0.6388,-133.0,104.0,False,,,,0,,
2025-08-21,ATL,MIN,nordicbet,0.5058,-123.0,-103.0,False,,,,1,,
2025-08-23,ATL,NYL,nordicbet,0.514,-278.0,210.0,True,NYL,18.11,210.0,1,0.0,-1.0
2025-08-27,ATL,LA,nordicbet,0.4777,-167.0,129.0,False,,,,0,,
2025-08-29,ATL,DAL,nordicbet,0.8161,-1667.0,725.0,False,,,,1,,
2025-09-03,ATL,LA,nordicbet,0.6424,-213.0,165.0,False,,,,1,,
2025-09-05,ATL,LA,nordicbet,0.6968,-250.0,190.0,False,,,,1,,
2025-09-08,ATL,CON,nordicbet,0.753,-1429.0,700.0,False,,,,1,,
2025-05-22,CHI,NYL,nordicbet,0.1102,450.0,-769.0,False,,,,0,,
2025-05-29,CHI,DAL,nordicbet,0.2005,-114.0,-114.0,True,DAL,29.95,-114.0,1,0.0,-1.0
2025-06-07,CHI,IND,nordicbet,0.3264,119.0,-156.0,False,,,,0,,
2025-06-17,CHI,WAS,nordicbet,0.3641,150.0,-204.0,False,,,,0,,
2025-06-21,CHI,PHO,nordicbet,0.4164,380.0,-588.0,False,,,,0,,
2025-06-24,CHI,LA,nordicbet,0.6297,175.0,-238.0,False,,,,1,,
2025-07-09,CHI,DAL,nordicbet,0.6553,-139.0,107.0,False,,,,1,,
2025-07-12,CHI,MIN,nordicbet,0.1642,420.0,-667.0,False,,,,1,,
2025-07-14,CHI,MIN,nordicbet,0.2427,420.0,-667.0,False,,,,0,,
2025-07-16,CHI,ATL,nordicbet,0.1941,320.0,-476.0,False,,,,0,,
2025-07-24,CHI,SEA,nordicbet,0.2585,390.0,-588.0,False,,,,0,,
2025-07-27,CHI,IND,nordicbet,0.2696,425.0,-667.0,False,,,,0,,
2025-08-01,CHI,GSV,nordicbet,0.2345,155.0,-200.0,False,,,,0,,
2025-08-03,CHI,PHO,nordicbet,0.1683,500.0,-833.0,False,,,,0,,
2025-08-05,CHI,WAS,nordicbet,0.1934,175.0,-233.0,False,,,,1,,
2025-08-07,CHI,ATL,nordicbet,0.1427,380.0,-588.0,False,,,,0,,
2025-08-15,CHI,GSV,nordicbet,0.2209,240.0,-333.0,False,,,,0,,
2025-08-19,CHI,SEA,nordicbet,0.1354,400.0,-625.0,False,,,,0,,
2025-08-23,CHI,CON,nordicbet,0.2191,-154.0,120.0,False,,,,0,,
2025-08-25,CHI,LA,nordicbet,0.154,390.0,-588.0,False,,,,0,,
2025-09-03,CHI,CON,nordicbet,0.2564,-133.0,104.0,False,,,,1,,
2025-09-11,CHI,NYL,nordicbet,0.2149,650.0,-1250.0,False,,,,0,,
2025-05-18,CON,WAS,nordicbet,0.6819,125.0,-164.0,False,,,,0,,
2025-05-20,CON,LA,nordicbet,0.5356,645.0,-1250.0,False,,,,0,,
2025-05-27,CON,DAL,nordicbet,0.6773,150.0,-204.0,False,,,,0,,
2025-06-06,CON,ATL,nordicbet,0.388,335.0,-500.0,False,,,,1,,
2025-06-15,CON,CHI,nordicbet,0.7309,-137.0,106.0,False,,,,0,,
2025-06-18,CON,PHO,nordicbet,0.3826,645.0,-1250.0,False,,,,0,,
2025-06-20,CON,DAL,nordicbet,0.5122,150.0,-204.0,False,,,,0,,
2025-07-06,CON,LA,nordicbet,0.2834,820.0,-2000.0,False,,,,0,,
2025-07-09,CON,SEA,nordicbet,0.1885,875.0,-2500.0,False,,,,1,,
2025-07-15,CON,IND,nordicbet,0.2079,615.0,-1250.0,False,,,,0,,
2025-07-24,CON,LA,nordicbet,0.3699,195.0,-263.0,False,,,,0,,
2025-07-27,CON,GSV,nordicbet,0.2116,165.0,-213.0,False,,,,1,,
2025-07-28,CON,SEA,nordicbet,0.4426,385.0,-588.0,False,,,,0,,
2025-08-01,CON,NYL,nordicbet,0.1982,475.0,-769.0,False,,,,1,,
2025-08-03,CON,NYL,nordicbet,0.2705,425.0,-667.0,False,,,,0,,
2025-08-13,CON,CHI,nordicbet,0.716,-175.0,136.0,False,,,,1,,
2025-08-17,CON,IND,nordicbet,0.3729,210.0,-286.0,False,,,,0,,
2025-08-21,CON,WAS,nordicbet,0.6057,114.0,-145.0,False,,,,1,,
2025-08-30,CON,MIN,nordicbet,0.391,550.0,-1000.0,False,,,,0,,
2025-09-01,CON,ATL,nordicbet,0.2549,425.0,-667.0,False,,,,0,,
2025-09-06,CON,PHO,nordicbet,0.3102,425.0,-667.0,False,,,,1,,
2025-09-10,CON,ATL,nordicbet,0.3631,575.0,-1000.0,False,,,,0,,
2025-05-16,DAL,MIN,nordicbet,0.2866,170.0,-233.0,False,,,,0,,
2025-05-19,DAL,SEA,nordicbet,0.2965,123.0,-159.0,False,,,,0,,
2025-05-31,DAL,CHI,nordicbet,0.5831,-145.0,111.0,False,,,,0,,
2025-06-06,DAL,LA,nordicbet,0.5166,114.0,-149.0,False,,,,0,,
2025-06-08,DAL,MIN,nordicbet,0.3701,495.0,-833.0,False,,,,0,,
2025-06-17,DAL,GSV,nordicbet,0.4384,-172.0,131.0,True,GSV,15.52,131.0,1,0.0,-1.0
2025-06-24,DAL,ATL,nordicbet,0.3988,305.0,-455.0,False,,,,1,,
2025-06-27,DAL,IND,nordicbet,0.6155,102.0,-133.0,False,,,,0,,
2025-06-28,DAL,WAS,nordicbet,0.6248,205.0,-286.0,False,,,,1,,
2025-07-03,DAL,PHO,nordicbet,0.5216,420.0,-667.0,False,,,,1,,
2025-07-16,DAL,LA,nordicbet,0.2934,190.0,-263.0,False,,,,0,,
2025-07-27,DAL,LA,nordicbet,0.4773,270.0,-370.0,False,,,,0,,
2025-07-28,DAL,NYL,nordicbet,0.2304,280.0,-400.0,False,,,,1,,
2025-07-30,DAL,ATL,nordicbet,0.2259,116.0,-147.0,True,ATL,21.16,-147.0,0,1.0,0.6803
2025-08-01,DAL,IND,nordicbet,0.359,149.0,-192.0,False,,,,0,,
2025-08-08,DAL,NYL,nordicbet,0.2069,425.0,-714.0,False,,,,0,,
2025-08-10,DAL,WAS,nordicbet,0.4162,-189.0,145.0,True,WAS,19.95,145.0,0,1.0,1.45
2025-08-15,DAL,LA,nordicbet,0.4401,180.0,-238.0,False,,,,0,,
2025-08-22,DAL,SEA,nordicbet,0.3531,285.0,-400.0,False,,,,0,,
2025-08-24,DAL,GSV,nordicbet,0.3335,-103.0,-123.0,False,,,,0,,
2025-08-27,DAL,CON,nordicbet,0.2149,-108.0,-118.0,True,CON,27.47,-118.0,0,1.0,0.8475
2025-09-11,DAL,PHO,nordicbet,0.1935,190.0,-250.0,False,,,,1,,
