game_date,home_team,away_team,model_prob_home,moneyline_home,moneyline_away,has_edge,bet_side,bet_edge_pct,bet_odds,kelly_frac,expected_value,home_won,result_correct,pnl_per_unit
2024-05-21,ATL,DAL,0.4705,-225.0,185.0,True,DAL,19.31,185.0,3.0,0.509,1,0.0,-1.0
2024-05-26,ATL,MIN,0.4177,-166.0,140.0,True,MIN,18.19,140.0,3.0,0.3974,0,1.0,1.4
2024-05-31,ATL,LA,0.2374,285.0,-360.0,False,,,,0.0,,1,,
2024-06-02,ATL,CON,0.466,124.0,-148.0,False,,,,0.0,,0,,
2024-06-06,ATL,NYL,0.39,225.0,-278.0,False,,,,0.0,,0,,
2024-06-11,ATL,WAS,0.7124,-310.0,250.0,False,,,,0.0,,0,,
2024-06-16,ATL,LA,0.5383,-198.0,164.0,False,,,,0.0,,1,,
2024-06-21,ATL,IND,0.5977,124.0,-148.0,False,,,,0.0,,0,,
2024-06-23,ATL,NYL,0.3626,360.0,-470.0,False,,,,0.0,,0,,
2024-07-02,ATL,CHI,0.441,-115.0,-105.0,False,,,,0.0,,0,,
2024-07-12,ATL,LA,0.2936,700.0,-1100.0,False,,,,0.0,,0,,
2024-08-16,ATL,SEA,0.3616,245.0,-305.0,False,,,,0.0,,1,,
2024-08-18,ATL,CON,0.3651,270.0,-340.0,False,,,,0.0,,1,,
2024-08-21,ATL,PHO,0.5823,114.0,-135.0,False,,,,0.0,,1,,
2024-08-23,ATL,PHO,0.491,130.0,-155.0,False,,,,0.0,,0,,
2024-08-26,ATL,IND,0.3539,110.0,-130.0,False,,,,0.0,,0,,
2024-09-06,ATL,DAL,0.3687,-130.0,110.0,False,,,,0.0,,1,,
2024-09-10,ATL,MIN,0.5357,180.0,-218.0,False,,,,0.0,,0,,
2024-09-13,ATL,WAS,0.6121,-180.0,150.0,False,,,,0.0,,0,,
2024-09-17,ATL,CHI,0.6722,-310.0,250.0,False,,,,0.0,,1,,
2024-05-25,CHI,CON,0.4521,225.0,-278.0,False,,,,0.0,,0,,
2024-05-28,CHI,SEA,0.748,130.0,-155.0,False,,,,0.0,,0,,
2024-05-30,CHI,LA,0.7911,-185.0,154.0,False,,,,0.0,,1,,
2024-06-04,CHI,NYL,0.474,240.0,-298.0,False,,,,0.0,,0,,
2024-06-08,CHI,ATL,0.6708,100.0,-120.0,False,,,,0.0,,0,,
2024-06-12,CHI,CON,0.3952,260.0,-325.0,False,,,,0.0,,0,,
2024-06-20,CHI,DAL,0.589,-258.0,210.0,False,,,,0.0,,1,,
2024-06-23,CHI,IND,0.6534,100.0,-120.0,False,,,,0.0,,1,,
2024-06-27,CHI,LA,0.3199,440.0,-600.0,False,,,,0.0,,0,,
2024-06-30,CHI,MIN,0.2137,240.0,-298.0,False,,,,0.0,,0,,
2024-07-10,CHI,ATL,0.8003,-265.0,215.0,False,,,,0.0,,1,,
2024-07-13,CHI,NYL,0.1963,200.0,-245.0,False,,,,0.0,,0,,
2024-08-15,CHI,PHO,0.4057,120.0,-142.0,False,,,,0.0,,0,,
2024-08-25,CHI,LA,0.3592,300.0,-380.0,False,,,,0.0,,0,,
